Producto;IRC;EAN;DESCRIPCION;LOTE;ESTADO INV;ESTADO LOTE;ALMACEN;PASILLO;COLUMNA;NIVEL;DIG;STOCK
0-111-173-001;34651537001;30122505;RIM - WONDERLUXE MASC - BLACK 001;2251;DIS;PAV;COTY;026;424;02;66;3
0-146-204-;99350198981;3616305447166;ADI GET COMFY EDP 100ML;4276;DIS;DIS;COTY;026;424;03;47;1426
0-293-045-055;24618-;7891350037081;RISQUE - VELUDO ROSE LINEA GEL;4361C1         ;DIS;DIS;COTY;026;425;01;73;1
0-112-088-001;34776203001;5012874022441;RIM - HIDE THE B POLVO - 001;4225;DIS;DIS;COTY;026;425;02;13;1808
0-593-111-010;2059311101003;2059311101003;RISQUE - GWP BIO ACAI VIOLETA 010;3168AT         ;DIS;DIS;COTY;026;425;03;51;864
0-298-304-;99350171141;3616304478246;CK - CK MY EUPHORIA EDP 100ML;5083;DIS;DIS;COTY;026;431;01;60;16
0-293-102-010;8964-;7891182023115;RISQUE- CARE BASE FORTALECEDORA;5152C1         ;DIS;DIS;COTY;026;431;02;70;112
0-111-812-;7795646118129;7795646118129;RML - COMBO 14 MELI;4204;DIS;DIS;COTY;026;431;03;47;50
0-256-213-;99350160413;3616304892806;DB INSTINCT BOLD EDP 75ML;5014;DIS;DIS;COTY;026;431;04;95;76
0-192-069-045;99350101477;3616302638666;MF - MIRACLE FND WARM ALMOND 45;4327;DIS;DIS;COTY;026;431;20;61;150
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2246;SCR;DIS;COTY;026;431;30;69;1
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2249;SCR;DIS;COTY;026;431;30;55;1
0-112-189-005;99350197769;3616305401014;RIM - MULTITSK BASE - 005;4243;DIS;DIS;COTY;026;431;50;61;1485
0-111-173-001;34651537001;30122505;RIM - WONDERLUXE MASC - BLACK 001;4267;E32;DIS;COTY;026;432;01;67;4
0-112-900-060;99350212461;3616305714916;RIM - MULTITSK BASE-CORR - 060;4235;DIS;DIS;COTY;026;432;02;62;157
0-112-727-;7795646127275;7795646127275;RML KIND&FREE RENO MEDIANO COD UNI;404501;DIS;DIS;COTY;026;432;04;25;3
0-146-214-;99350198974;3616305447210;ADI SPARK UP FEMALE EDP 100ML;4249;DIS;DIS;COTY;026;432;20;93;503
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2243;SCR;DIS;COTY;026;432;30;74;1
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2245;SCR;DIS;COTY;026;432;30;87;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6202;SCR;DIS;COTY;026;432;60;25;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6203;SCR;DIS;COTY;026;432;60;85;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6205;SCR;DIS;COTY;026;432;60;5;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6207;SCR;DIS;COTY;026;432;60;13;1
0-109-529-500;99350161579;3616304350467;RIM - LAST MEGA MAT LAB LIQ - 500;4309;DIS;DIS;COTY;026;433;01;81;351
0-293-000-215;16206-;7891182996501;RISQUE - CREM BALI REG 215;5161C1         ;DIS;DIS;COTY;026;433;02;83;510
0-111-537-001;99350138547;5012874101009;RIM - SCANDAL DELIN LIQUIDO - BLACK 001;4115;E32;DIS;COTY;026;434;02;89;9
0-511-014-;99350236183;3616306693586;NAUTICA BLUE TST 100ML;4326;DIS;DIS;COTY;026;434;03;98;6
0-061-733-;7795646617332;7795646617332;SH - COD UNI ID GALACTIC MEDIANO;4033;DIS;DIS;COTY;026;434;04;67;2
0-062-110-;32258909000;8413161017022;PAP ORIGINAL EDT 50 ML;4285;E32;DIS;COTY;026;435;01;75;10
0-192-202-005;99350212067;3616305711717;MF - MIR PURE LIQ FND MEDIUM 05;4256;DIS;DIS;COTY;026;494;04;59;138
0-061-392-002;99350046947;074170469813;SH - MG TOP COAT 3.0 SHINY;4120;E32;DIS;COTY;026;435;03;78;12
0-233-014-;99350210510;3616305265784;UEFA 11 EDT 100ml;4211;DIS;DIS;COTY;026;435;04;30;9
0-293-000-100;8792-;7891182032841;RISQUE- NUDE 100;5065C1         ;DIS;DIS;COTY;026;372;03;65;396
0-492-090-002;2049209000204;2049209000204;MF - MIRACLE PURE SERUM 002 TST;4026;DIS;DIS;COTY;026;451;03;25;1
0-112-210-030;99350062622;3616301273134;RIM - MULTITSK CORRECT - 030;4187;E32;DIS;COTY;026;451;04;95;9
0-192-176-;7795646921767;7795646921767;MF - COD UNI MASTERPIECE EYES WOW;4103;DIS;DIS;COTY;026;451;30;24;48
0-062-111-;32017953000;8413161017053;PAP ORIGINAL EDT 100 ML;4313;DIS;DIS;COTY;026;451;50;86;1080
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5415;SCR;DIS;COTY;026;451;60;93;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5416;SCR;DIS;COTY;026;451;60;68;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5419;SCR;DIS;COTY;026;451;60;54;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5431;SCR;DIS;COTY;026;451;60;87;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;6407;SCR;DIS;COTY;026;451;60;76;1
0-412-828-040;99350122269;3616302989737;RIM - TST CORRECT KIND & FREE - 040;3156;DIS;DIS;COTY;026;452;01;42;120
0-062-214-;99350209758;3616305064356;PAP PARIS EDP 100ML;4163S1         ;E32;DIS;COTY;026;452;03;87;4
0-112-400-201;99350227946;3616306361362;RIM - KF BASE HIDR - 201;4268;DIS;DIS;COTY;026;452;04;67;600
0-112-074-001;99350201044;3616305502490;RIM - MATCHP POLVO - 001;4289;DIS;DIS;COTY;026;452;20;97;376
0-146-214-;99350198974;3616305447210;ADI SPARK UP FEMALE EDP 100ML;4291;DIS;DIS;COTY;026;452;50;1;1727
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5409;SCR;DIS;COTY;026;452;60;46;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5410;SCR;DIS;COTY;026;452;60;63;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5411;SCR;DIS;COTY;026;452;60;41;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5423;SCR;DIS;COTY;026;452;60;92;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;6404;SCR;DIS;COTY;026;452;60;46;1
0-112-211-004;99350059860;3616301173038;RIM - NAT BRONZER POLVO - 004;4346;DIS;DIS;COTY;026;453;02;85;69
0-410-224-091;2041022409103;2041022409103;RIM GWP SGEL N/P 12ML CC ENGLISH 091;2012;SCR;DIS;COTY;026;454;03;87;15
0-293-000-190;21950-;7891182020336;RISQUE- GRANULADO ROSE 190;5039C1         ;E32;DIS;COTY;026;455;03;20;3
0-191-027-010;99350147909;96137550;MF - CE LIPSTICK MATTES SUNKISS 010;4024;DIS;DIS;COTY;026;456;03;31;25
0-062-120-;32017951000;3412242503350;PAP ORIGINAL DNS 75ML;4344;E32;DIS;COTY;026;471;01;54;8
0-446-170-999;2044617099901;2044617099901;ADI GWP CHILL ZONE EDP 30ML;4236;DIS;DIS;COTY;026;471;02;71;114
0-061-217-539;99350212324;074170463880;SH - CT BARE KISS  539;5090;DIS;DIS;COTY;026;471;03;23;295
0-146-174-;99350198969;3616305447197;ADI CHILL ZONE EDP 100ML;4250;DIS;DIS;COTY;026;471;20;77;429
0-361-561-001;2036156100101;2036156100101;SH- MUEBLE PARED 65 CM - 2022;7080;SCR;DIS;COTY;026;471;30;8;1
0-361-561-001;2036156100101;2036156100101;SH- MUEBLE PARED 65 CM - 2022;7081;SCR;DIS;COTY;026;471;30;89;1
0-062-111-001;99350241637;8413161017053;PAP EDT NS 100 ML IV;5021;DIS;DIS;COTY;026;471;50;51;1080
0-446-180-999;2044618099900;2044618099900;ADI GWP ENERGY DRIVE EDP 30ML;4213;DIS;DIS;COTY;026;472;02;31;114
0-446-190-999;2044619099909;2044619099909;ADI GWP HAPPY FEELS EDP30ML;4186;DIS;DIS;COTY;026;472;03;43;114
0-446-210-999;2044621099904;2044621099904;ADI GWP SPARK UP FEMALE EDP 30ML;4234;DIS;DIS;COTY;026;472;04;2;114
0-112-409-003;99350229896;3616306373112;RIM - MULTITSK BRONZER - 003;5086;DIS;DIS;COTY;026;472;20;25;2697
0-361-561-001;2036156100101;2036156100101;SH- MUEBLE PARED 65 CM - 2022;7076;SCR;DIS;COTY;026;472;30;82;1
0-361-561-001;2036156100101;2036156100101;SH- MUEBLE PARED 65 CM - 2022;7077;SCR;DIS;COTY;026;472;30;28;1
0-112-900-040;99350212462;3616305714923;RIM - MULTITSK BASE-CORR - 040;5008;DIS;DIS;COTY;026;472;50;49;4956
0-293-000-390;8772-;7891182019996;RISQUE- ESCARLATE 390;5093C1         ;E32;DIS;COTY;026;473;02;46;10
0-209-101-;7795646091019;7795646091019;COMBO NAU JASM 100+ROSE 50+POUCH AZUL;5031;DIS;DIS;COTY;026;473;03;27;8
0-293-000-450;8768-;7891182016933;RISQUE- CARMIM 450;5155C1         ;DIS;DIS;COTY;026;366;04;60;573
0-209-100-;7795646091002;7795646091002;COMBO NAU ROSE 100+JASM 50+POUCH AZUL;5029;DIS;DIS;COTY;026;474;03;35;8
0-112-420-200;99350226003;3616304825101;RIM - LF BASE 35HS - 200;5070;DIS;DIS;COTY;026;475;03;57;108
0-412-088-001;0-412-088-001;2041208800106;RIM - TST CORRECT HIDE THE BLEMISH - 001;2283;DIS;PAV;COTY;026;475;04;47;13
0-112-125-010;34651002010;3614226917157;RIM - L RAD CORRECTOR - 010;5076;DIS;DIS;COTY;026;476;02;57;357
0-293-000-460;8759-;7891182810203;RISQUE- GABRIELA 460;5018C1         ;DIS;DIS;COTY;026;292;04;92;159
0-112-840-160;99350180058;3616304825088;RIM - BASE LASTING FINISH HB 35HS - 160;4044;DIS;DIS;COTY;026;481;20;68;1188
0-112-189-006;99350197767;3616305400994;RIM - MULTITSK BASE - 006;4157;DIS;DIS;COTY;026;481;30;60;576
0-146-301-;99350245341;3616307080682;ADI BMIST 150 ML  CHILL Z;5085;DIS;DIS;COTY;026;481;40;44;175
0-109-523-220;99350105528;3616302737864;RIM - PRVCLIPS LAB LIQ - 220;4354;DIS;DIS;COTY;026;481;50;41;2025
0-112-088-001;34776203001;5012874022441;RIM - HIDE THE B POLVO - 001;4309;DIS;DIS;COTY;026;481;60;79;2718
0-192-203-002;99350212778;3616305782649;MF - MIR PURE GOLD BRONZER 02;4324;DIS;DIS;COTY;026;481;70;47;213
0-111-404-001;34856918001;3614228690645;RIM - SCANDALEYES PRIMER MASC - 001;4246;DIS;DIS;COTY;026;481;80;49;681
0-112-088-001;34776203001;5012874022441;RIM - HIDE THE B POLVO - 001;4249;DIS;DIS;COTY;026;481;90;27;1023
0-192-205-003;99350233317;3616306381100;MF- MP STICK BLUSH BSH PETAL 003;4337;DIS;DIS;COTY;026;482;01;27;573
0-111-406-001;99350056107;3616300776759;RIM - WONDER EXTENSION MASC - BLACK 001;4298;DIS;DIS;COTY;026;482;03;7;1182
0-409-529-110;99350161626;3616304354465;RIM-TST LABIAL LIQ LASTING M MATTE -110;4201;DIS;DIS;COTY;026;482;20;94;117
0-412-210-050;99350062636;3616301273271;RIM - TST CORRECT MULTITASKER - 050;4191;DIS;DIS;COTY;026;482;30;77;420
0-112-125-040;34651002040;3614226917188;RIM - L RAD CORRECTOR - 040;4253;DIS;DIS;COTY;026;482;40;89;2880
0-109-042-004;99350200481;3616305499875;RIM - LIP OIL BRILLO LABIAL - 004;4312;DIS;DIS;COTY;026;482;50;48;537
0-111-549-002;99350179391;3616304772191;RIM - K&F LASHLOAD MAS - BROWN BLACK 002;4171;DIS;DIS;COTY;026;482;60;90;614
0-412-210-030;99350062643;3616301273349;RIM - TST CORRECT MULTITASKER - 030;4191;DIS;DIS;COTY;026;482;70;45;328
0-111-404-001;34856918001;3614228690645;RIM - SCANDALEYES PRIMER MASC - 001;4246;DIS;DIS;COTY;026;482;80;47;1026
0-061-535-213;99350128216;074170453935;SH - ID RENOVATION MAUVE IT 213;5053;DIS;DIS;COTY;026;482;90;37;573
0-112-803-006;99350054609;3607345064550;RIM - STAY MATTE POLVO - 006;5084;DIS;DIS;COTY;026;483;01;74;291
0-293-000-580;8798-;7891182033541;RISQUE- PRETO SEPIA 580;5060C1         ;DIS;DIS;COTY;026;483;02;32;1055
0-362-110-;0-362-110-;2036211000001;PAP ORIGINALS 50 ML TESTER;4285;DIS;DIS;COTY;026;483;03;1;29
0-112-088-105;34776203105;5012874125463;RIM - HIDE THE B POLVO - 005;4283;DIS;DIS;COTY;026;484;01;22;2145
0-109-529-810;99350161591;3616304350580;RIM - LAST MEGA MAT LAB LIQ - 810;4183;DIS;DIS;COTY;026;491;02;85;114
0-109-529-110;99350161580;3616304350474;RIM - LAST MEGA MAT LAB LIQ - 110;4201;DIS;DIS;COTY;026;491;03;31;114
0-534-013-;99350183771;3616304695940;ADIDAS - UEFA 10 EDT 100ML TST;3207;DIS;DIS;COTY;026;491;04;50;11
0-412-189-005;99350198411;3616305490599;RIM - TST BASE MULTITASKER BTF - 005;3332;DIS;DIS;COTY;026;491;20;24;200
0-111-811-;7795646118112;7795646118112;RML - COMBO 13 MELI;4058;DIS;DIS;COTY;026;491;50;28;108
0-192-081-080;99350155538;3616303999490;MF - FF ADF D5 FREE BASE BRONZE 80;4323;DIS;DIS;COTY;026;492;01;38;108
0-111-549-001;99350179390;3616304772184;RIM - K&F LASHLOAD MASC - EXT BLACK 001;4137;DIS;DIS;COTY;026;492;03;11;270
0-409-345-180;99350055319;3616301231219;RIM-TST LABIAL BARRA LF EXTR MATTE -180;4071;DIS;DIS;COTY;026;492;20;70;99
0-061-130-;99350051412;074170451177;SH - INSTA DRI ANTI CHIP LATIN N;5045;DIS;DIS;COTY;026;492;30;34;3456
0-062-111-001;99350241637;8413161017053;PAP EDT NS 100 ML IV;5021;DIS;DIS;COTY;026;492;50;93;1080
0-111-549-001;99350179390;3616304772184;RIM - K&F LASHLOAD MASC - EXT BLACK 001;4120;DIS;DIS;COTY;026;493;03;42;50
0-511-010-;2051101000008;2051101000008;NAUT- GWP BLUE EDT 50ML;4079;DIS;DIS;COTY;026;493;04;47;18
0-112-400-201;99350227946;3616306361362;RIM - KF BASE HIDR - 201;4282;DIS;DIS;COTY;026;494;01;70;1
0-293-101-010;13788-;7891182991971;RISQUE - CARE TOP COAT BRILLO;5091C1         ;E32;DIS;COTY;026;494;02;73;12
0-191-031-003;99350194667;3616305243294;MF - 2000 CAL COTTON CANDY 003;4233;DIS;DIS;COTY;026;494;03;13;93
0-361-392-001;2036139200101;2036139200101;SH - GWP MG TOP COAT 3 0 MATTE;2333;DIS;PAV;COTY;026;516;03;10;163
0-191-031-008;99350194669;3616305243317;MF - 2000 CAL CARAMEL SWISH 008;4218;DIS;DIS;COTY;026;495;02;78;96
0-293-102-010;8964-;7891182023115;RISQUE- CARE BASE FORTALECEDORA;5095C1         ;E32;DIS;COTY;026;495;04;61;12
0-112-400-410;99350227948;3616306361386;RIM - KF BASE HIDR - 410;4264;DIS;DIS;COTY;026;496;01;92;12
0-293-000-050;8754-;7891182810012;RISQUE- BIAN PURI 050;4344C1         ;E32;DIS;COTY;026;496;03;27;12
0-061-559-222;99350176214;074170462586;SH - MG RENO VEG JUST BREW IT 222;5080;DIS;DIS;COTY;026;501;30;75;861
0-112-400-400;99350227947;3616306361379;RIM - KF BASE HIDR - 400;4260;DIS;DIS;COTY;026;501;50;54;600
0-412-840-400;99350180091;3616304825866;RIM-TST BASE LASTING FINISH HB 35HS -400;3208;DIS;DIS;COTY;026;501;60;9;154
0-112-900-055;99350212459;3616305714893;RIM - MULTITSK BASE-CORR - 055;4253;DIS;DIS;COTY;026;501;70;24;573
0-109-539-100;99350200525;3616305500212;RIM - TS LIP LATEX - 100 SASSY;5024;DIS;DIS;COTY;026;501;80;16;3039
0-111-165-001;34502173001;3614226326195;RIM - SCANDAL WOW MASC - BLACK 001;5087;DIS;DIS;COTY;026;502;20;36;3246
0-446-126-;2044612600003;2044612600003;ADI - TST VIBES ZNE BM 236ML;5083;DIS;DIS;COTY;026;502;30;48;249
0-293-000-017;26608-;7891350040524;RISQUE - ROXO SEM CRISE;4269C1         ;DIS;DIS;COTY;026;502;40;31;1008
0-112-840-100;99350180045;3616304825057;RIM - BASE LASTING FINISH HB 35HS - 100;4026;DIS;DIS;COTY;026;502;50;58;648
0-112-125-030;34651002030;3614226917171;RIM - L RAD CORRECTOR - 030;5013;DIS;DIS;COTY;026;502;60;34;2157
0-191-031-005;99350194666;3616305243287;MF -2000 CAL PINK FIZZ 005;4254;DIS;DIS;COTY;026;502;70;51;285
0-061-535-390;99350128256;3616303242251;SH - ID RENOVATION THATS A BLAZING 390;5028;DIS;DIS;COTY;026;502;80;38;501
0-111-059-001;34003656001;3607344174083;RIM - GLAM EYES DELIN LIQ - BLACK 001;5017;DIS;DIS;COTY;026;502;90;16;1005
0-146-180-;99350198957;3616305447036;ADI ENERGY DRIVE EDP 30ML;4213;DIS;DIS;COTY;026;503;03;51;178
0-146-210-;99350198972;3616305447128;ADI SPARK UP FEMALE EDP 30ML;4234;DIS;DIS;COTY;026;504;03;1;103
0-146-100-;99350198962;3616305447081;ADI FULL RECHARGE EDP 30ML;4183;DIS;DIS;COTY;026;505;03;96;177
0-293-000-480;8790-;7891182032353;RISQUE- BEIJO 480;5126C1         ;E32;DIS;COTY;026;511;02;36;12
0-109-042-003;99350200480;3616305499868;RIM - LIP OIL BRILLO LABIAL - 003;4317;DIS;DIS;COTY;026;511;20;94;1257
0-361-561-002;2036156100200;2036156100200;SH - MUEBLE PARED 1MT - 2022;7078;SCR;DIS;COTY;026;511;30;47;1
0-361-561-002;2036156100200;2036156100200;SH - MUEBLE PARED 1MT - 2022;7079;SCR;DIS;COTY;026;511;30;3;1
0-412-210-048;99350186949;3616305120991;RIM - TST CORRECT MULTITASKER - 048;4131;DIS;DIS;COTY;026;572;01;24;82
0-109-042-000;99350200482;3616305499882;RIM - LIP OIL BRILLO LABIAL - 000;4234;E32;DIS;COTY;026;512;04;45;9
0-061-536-374;99350168116;3616304530265;SH - PURE RENOVATION MATCHA LOVE 374;4150;DIS;DIS;COTY;026;512;20;97;2085
0-411-811-001;2041181100002;2041181100002;RML- MUEBLE 0.64MT 2014 INT;6178;SCR;DIS;COTY;026;512;30;34;1
0-411-811-001;2041181100002;2041181100002;RML- MUEBLE 0.64MT 2014 INT;6185;SCR;DIS;COTY;026;512;30;14;1
0-192-200-004;99350194624;3616304504150;MF - MP CONCEALER EYE ENHANCER HONEY 04;4075;DIS;DIS;COTY;026;513;02;24;210
0-191-031-007;99350194671;3616305243331;MF - 2000 CAL SORBET 007;4281;DIS;DIS;COTY;026;513;03;71;285
0-191-031-001;99350194664;3616305243263;MF - 2000 CAL MELTING ICE 001;4214;DIS;DIS;COTY;026;513;04;42;288
0-112-074-001;99350201044;3616305502490;RIM - MATCHP POLVO - 001;4319;DIS;DIS;COTY;026;514;02;79;15
0-409-042-003;99350200487;3616305499905;TST OH MY GLOSS LIP OIL 003 BERRY PINK;4150;DIS;DIS;COTY;026;514;03;66;463
0-190-090-002;99350195960;3616304749780;MF - MASTERPIECE 2IN1 EXTREME BLACK 002;4103;DIS;DIS;COTY;026;514;04;29;250
0-409-529-709;99350161637;3616304354571;RIM-TST LABIAL LIQ LASTING M MATTE -709;4291;DIS;DIS;COTY;026;515;01;58;117
0-109-042-004;99350200481;3616305499875;RIM - LIP OIL BRILLO LABIAL - 004;4311;DIS;DIS;COTY;026;515;02;36;174
0-409-523-400;99350105546;3616302738038;RIM -TST LABIAL LIQ LAST PROVOCALIPS-400;4164;DIS;DIS;COTY;026;515;03;29;259
0-412-189-003;99350198409;3616305490575;RIM - TST BASE MULTITASKER BTF - 003;4282;DIS;DIS;COTY;026;515;04;25;326
0-192-060-101;99350079529;50683369;MF - LASTING PERFOMANCE IVORY BEIGE 101;4207;DIS;DIS;COTY;026;516;01;60;129
0-409-524-211;99350055185;3616300776599;RIM - TST BRILLO OH MY GLOSS PLUMP - 211;4078;DIS;DIS;COTY;026;516;02;13;240
0-412-210-048;99350186949;3616305120991;RIM - TST CORRECT MULTITASKER - 048;4131;DIS;DIS;COTY;026;573;03;10;144
0-412-420-410;99350226036;3616304825897;BASE TST LAST FINISH 35 HS - 410;4289;DIS;DIS;COTY;026;516;04;80;800
0-061-534-370;99350137364;074170457889;SH - PURE RENOVATION CRYSTAL BLUE 370;4233;DIS;DIS;COTY;026;521;30;14;788
0-109-523-310;99350105535;3616302737932;RIM - PRVCLIPS LAB LIQ - 310;5066;DIS;DIS;COTY;026;521;40;30;2157
0-112-900-050;99350212460;3616305714909;RIM - MULTITSK BASE-CORR - 050;4235;DIS;DIS;COTY;026;521;50;12;2010
0-412-210-040;99350062633;3616301273240;RIM - TST CORRECT MULTITASKER - 040;4187;DIS;DIS;COTY;026;521;60;8;168
0-112-400-160;99350227961;3616306361515;RIM - KF BASE HIDR - 160;5042;DIS;DIS;COTY;026;521;70;40;507
0-112-189-002;99350197763;3616305400956;RIM - MULTITSK BASE - 002;4295;DIS;DIS;COTY;026;521;80;90;912
0-112-840-500;99350180069;3616304825255;RIM - BASE LASTING FINISH HB 35HS - 500;4017;DIS;DIS;COTY;026;521;90;15;756
0-109-042-004;99350200481;3616305499875;RIM - LIP OIL BRILLO LABIAL - 004;4311;DIS;DIS;COTY;026;522;20;2;537
0-412-840-160;99350180092;3616304825811;RIM-TST BASE LASTING FINISH HB 35HS -160;3184;DIS;DIS;COTY;026;522;30;91;354
0-112-210-030;99350062622;3616301273134;RIM - MULTITSK CORRECT - 030;4309;DIS;DIS;COTY;026;522;50;52;1722
0-192-204-040;99350227616;3616306343863;MF - MIRACLE PURE HYDRATANT ESSENCE 40;4159;DIS;DIS;COTY;026;522;60;58;141
0-109-357-110;99350237682;3616301237051;RIM - DELIN LABIOS LAPIZ LF V2 - 110;507401;DIS;DIS;COTY;026;522;70;59;1797
0-412-840-303;99350180094;3616304825842;RIM-TST BASE LASTING FINISH HB 35HS -303;3250;DIS;DIS;COTY;026;522;80;61;362
0-191-031-002;99350194665;3616305243270;MF - 2000 CAL  HONEY CREME 002;4253;DIS;DIS;COTY;026;522;90;29;672
0-112-725-;7795646127251;7795646127251;RML KIND&FREE RENO PETIT COD UNI;4093;DIS;DIS;COTY;026;522;95;17;44
0-556-223-;99350183728;3616304693984;DB TRUE INSTINCT EDP 75ML TST;4264;DIS;DIS;COTY;026;523;02;71;102
0-111-520-008;34223421008;3614227182486;RIM - MAGNIF PALET - 008;406501;DIS;DIS;COTY;026;523;03;22;152
0-412-210-055;99350186945;3616305121004;RIM - TST CORRECT MULTITASKER - 055;3182;DIS;DIS;COTY;026;682;03;13;67
0-192-031-075;99350029459;3614227962880;MF - MIR TOUCH FND GOLDEN 75;4075;DIS;DIS;COTY;026;531;01;86;120
0-190-070-001;33330027001;96137215;MF - FALSE LASH EPIC MSC BLACK N 001;4101;DIS;DIS;COTY;026;531;03;99;100
0-192-087-001;99350166081;3616303251581;MF - MIR PURE CONCLQ SHADE 01 IV;5049;DIS;DIS;COTY;026;531;04;62;357
0-192-202-002;99350212064;3616305711687;MF - MIR PURE LIQ FND FAIR TO LIGHT 02;5113;DIS;DIS;COTY;026;531;20;13;93
0-210-024-;10000008090;3607348938230;NAU - VOYAGE N83 100ML EDT;4284;DIS;DIS;COTY;026;531;30;66;1176
0-293-902-;7795646039028;7795646039028;RISQUE - COD UNI MILAO GRANDE;5015C2         ;DIS;DIS;COTY;026;531;50;24;54
0-190-079-003;99350089534;3616302463886;MF - EYESHADOW PAL ROSE NUDES 003;430409;DIS;DIS;COTY;026;532;01;56;116
0-412-401-400;99350231939;3616306377561;RIM - TST BASE MATTE KIND & FREE - 400;4299;DIS;DIS;COTY;026;392;04;6;84
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;532;50;91;1176
0-192-070-005;99350107141;3616302748792;MF - CREME PUFF RESTAGE TRANSLUCENT 005;4093;DIS;DIS;COTY;026;533;01;35;117
0-190-026-001;33330025001;3614225257841;MF - FALSE LASH EFFECT MSC BLACK 001;5043;DIS;DIS;COTY;026;533;02;47;249
0-190-091-;99350183705;3616304782541;MF - 2000 CALORIE CLEAR BROW 20;4079;DIS;DIS;COTY;026;533;04;42;26
0-192-061-005;99350082835;96099278;MF - FACEFINITY BLUSH LOVELY PINK 5;429507;DIS;DIS;COTY;026;534;01;38;141
0-409-042-001;99350200486;3616305499899;TST OH MY GLOSS LIP OIL 001 PINK FLUSH;4137;DIS;DIS;COTY;026;534;03;68;180
0-192-061-005;99350082835;96099278;MF - FACEFINITY BLUSH LOVELY PINK 5;429907;DIS;DIS;COTY;026;535;01;67;25
0-109-345-145;99350055306;3616301231080;RIM -LF EXTRM MATT LABIAL BARRA - 145;5091;DIS;DIS;COTY;026;535;02;35;3
0-109-529-600;99350161588;3616304350559;RIM - LAST MEGA MAT LAB LIQ - 600;4022;DIS;DIS;COTY;026;535;03;1;117
0-191-027-025;99350147912;96137581;MF - CE LIPSTICK MATTES BLUSH 025;4186;DIS;DIS;COTY;026;535;04;62;285
0-191-011-030;33400004030;8005610629735;MF - LIPFINITY VELVET MATTE 030 CORAL;4029;DIS;DIS;COTY;026;536;01;9;96
0-109-043-005;99350214019;3616305729392;RIM - BUTTER ME UP BRILLO - 005;4353;DIS;DIS;COTY;026;536;03;85;140
0-112-088-001;34776203001;5012874022441;RIM - HIDE THE B POLVO - 001;4225;DIS;DIS;COTY;026;541;20;43;1022
0-112-401-150;99350228006;3616306361874;RIM - KF BASE MATTE - 150;5091;DIS;DIS;COTY;026;541;30;37;1322
0-061-536-305;99350168112;3616304530227;SH -PURE RENOVATION NATURAL RED 305;4341;DIS;DIS;COTY;026;541;40;34;432
0-109-523-730;99350105522;3616302737802;RIM - PRVCLIPS LAB LIQ - 730;5084;DIS;DIS;COTY;026;541;50;31;3105
0-112-840-500;99350180069;3616304825255;RIM - BASE LASTING FINISH HB 35HS - 500;4017;DIS;DIS;COTY;026;541;60;85;972
0-112-803-004;99350054612;3607345064536;RIM - STAY MATTE POLVO - 004;5105;DIS;DIS;COTY;026;541;70;95;159
0-190-046-001;33250045001;8005610504438;MF - FALSE LASH EFFECT WPR MSC BLACK 001;5079;DIS;DIS;COTY;026;541;80;28;419
0-061-536-374;99350168116;3616304530265;SH - PURE RENOVATION MATCHA LOVE 374;5003;DIS;DIS;COTY;026;541;90;70;284
0-410-224-091;2041022409103;2041022409103;RIM GWP SGEL N/P 12ML CC ENGLISH 091;2012;SCR;DIS;COTY;026;542;02;19;111
0-061-732-;7795646617325;7795646617325;SH - COD UNI ID GALACTIC GRANDE;4033;DIS;DIS;COTY;026;542;03;75;4
0-061-558-439;99350170067;074170423259;SH - MG VEG RED EYE 439;5036;DIS;DIS;COTY;026;542;20;53;285
0-112-816-300;99350083499;3614220954080;RIM - MATCHP BASE - 300;5127;DIS;DIS;COTY;026;542;30;62;864
0-112-210-048;99350186940;3616305120915;RIM - MULTITSK CORRECT - 048;5010;DIS;DIS;COTY;026;542;40;72;1197
0-190-038-003;99350237754;50544684;MF - KOHL PENCIL BROWN 030;434901;DIS;DIS;COTY;026;542;50;68;773
0-409-529-900;99350161640;3616304354601;RIM-TST LABIAL LIQ LASTING M MATTE -900;3164;DIS;DIS;COTY;026;542;60;99;234
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;3346;DIS;DIS;COTY;026;542;70;43;975
