Producto;IRC;EAN;DESCRIPCION;LOTE;ESTADO INV;ESTADO LOTE;ALMACEN;PASILLO;COLUMNA;NIVEL;DIG;STOCK
0-111-520-005;34223421005;3614225973840;RIM - MAGNIF PALET - 005;434101;DIS;DIS;COTY;026;341;90;57;501
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;341;95;53;1176
0-112-840-303;99350180057;3616304825163;RIM - BASE LASTING FINISH HB 35HS - 303;4052;DIS;DIS;COTY;026;342;02;74;371
0-412-400-410;99350231925;3616306377424;RIM - TST BASE HIDR KIND & FREE - 410;4281;DIS;DIS;COTY;026;342;03;81;140
0-146-304-;99350245345;3616307080729;ADI  BMIST 150 ML  SPRK UP;5085;DIS;DIS;COTY;026;342;20;7;177
0-109-042-004;99350200481;3616305499875;RIM - LIP OIL BRILLO LABIAL - 004;5058;DIS;DIS;COTY;026;342;30;45;2520
0-061-373-;30072036000;075280025418;SH - LIMA DE UNAS;425700;DIS;DIS;COTY;026;342;40;26;717
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;4247;DIS;DIS;COTY;026;342;60;37;1193
0-190-101-001;99350220019;3616306168640;MF - MAST PREC GEL LIN MIDNGH BLK IV 001;433701;DIS;DIS;COTY;026;342;70;93;1358
0-192-081-055;99350155535;3616303999469;MF - FF ADF D5 FREE BASE BEIGE 55;3327;DIS;DIS;COTY;026;342;80;44;105
0-112-900-050;99350212460;3616305714909;RIM - MULTITSK BASE-CORR - 050;4249;DIS;DIS;COTY;026;342;90;64;931
0-061-741-;7795646617417;7795646617417;SH - COD UNI MG PNP MEDIANO;4184;DIS;DIS;COTY;026;343;02;51;1
0-061-120-;99350051414;074170451092;SH - DBL DUTY TP LATIN  V3;5015;DIS;DIS;COTY;026;343;03;4;38
0-061-217-246;99350213688;3616305721013;SH - CT SWEET RESILIENCE  246;5029;DIS;DIS;COTY;026;344;02;45;351
0-412-400-210;99350231914;3616306377318;RIM - TST BASE HIDR KIND & FREE - 210;4289;DIS;DIS;COTY;026;345;02;89;100
0-111-139-003;34775981003;3614223134892;RIM - SCANDAL RELOAD MASC - EXBLCK 003;5042;DIS;DIS;COTY;026;345;03;17;83
0-409-345-145;99350055318;3616301231202;RIM-TST LABIAL BARRA LF EXTR MATTE -145;4109;DIS;DIS;COTY;026;351;03;11;215
0-061-182-;99350111133;3616302973897;SH - TREATMENT SUPER STRENGTH;5064;DIS;DIS;COTY;026;351;04;55;140
0-409-524-531;99350055188;3616300776407;RIM - TST BRILLO OH MY GLOSS PLUMP - 531;3037;DIS;DIS;COTY;026;351;20;57;223
0-062-111-;32017953000;8413161017053;PAP ORIGINAL EDT 100 ML;4313;DIS;DIS;COTY;026;351;50;25;1080
0-061-121-;99350051402;074170450774;SH - HARD AS NAIL CLEAR V3;4340;DIS;DIS;COTY;026;351;60;80;2592
0-111-550-003;99350182090;3616304776328;RIM - T SEEKER MASC - BLACK WP 003;3331;DIS;DIS;COTY;026;352;02;22;186
0-146-176-;99350245344;3616307080699;ADI - VIBES CHILL ZONE BM 236ML;5080;DIS;DIS;COTY;026;352;03;81;64
0-209-102-;7795646091026;7795646091026;COMBO NAU 50ML + POUCH AZUL + BOLSA;5031;DIS;DIS;COTY;026;352;20;43;100
0-361-561-002;2036156100200;2036156100200;SH - MUEBLE PARED 1MT - 2022;7083;SCR;DIS;COTY;026;352;30;98;1
0-361-561-002;2036156100200;2036156100200;SH - MUEBLE PARED 1MT - 2022;7084;SCR;DIS;COTY;026;352;30;27;1
0-146-204-;99350198981;3616305447166;ADI GET COMFY EDP 100ML;4302;DIS;DIS;COTY;026;352;50;18;1727
0-293-000-250;8822-;7891182032889;RISQUE- POP ROSE 250;3277AT         ;DIS;DIS;COTY;026;353;02;99;486
0-412-400-160;99350231927;3616306377448;RIM - TST BASE HIDR KIND & FREE - 160;4282;DIS;DIS;COTY;026;353;04;66;128
0-146-196-;99350245347;3616306699793;ADI - VIBES HAPPY FEELS BM 236ML;5098;DIS;DIS;COTY;026;354;03;6;66
0-111-549-002;99350179391;3616304772191;RIM - K&F LASHLOAD MAS - BROWN BLACK 002;4171;DIS;DIS;COTY;026;355;02;72;123
0-146-176-;99350245344;3616307080699;ADI - VIBES CHILL ZONE BM 236ML;5080;DIS;DIS;COTY;026;355;04;17;40
0-112-400-150;99350227954;3616306361447;RIM - KF BASE HIDR - 150;4267;DIS;DIS;COTY;026;356;02;88;295
0-192-070-042;99350107142;3616302748808;MF - CREME PUFF RESTAGE DEEP BEIGE 42;3331;DIS;DIS;COTY;026;356;03;74;77
0-146-206-;99350245348;3616307080712;ADI - VIBES GET COMFY BM 236ML;5080;DIS;DIS;COTY;026;361;02;41;97
0-112-189-005;99350197769;3616305401014;RIM - MULTITSK BASE - 005;4243;DIS;DIS;COTY;026;361;03;97;180
0-112-840-160;99350180058;3616304825088;RIM - BASE LASTING FINISH HB 35HS - 160;4044;DIS;DIS;COTY;026;361;20;2;915
0-293-080-;7795646930806;7795646930806;RISQUE- COD UNI MILEY GRANDE;4002BT         ;DIS;DIS;COTY;026;361;30;64;8
0-191-017-070;33700001070;3614227902114;MF - 24H MOISTURE LIPCHERR KISS 070;4311;DIS;CUA;COTY;026;361;40;83;285
0-409-523-500;99350105547;3616302738045;RIM -TST LABIAL LIQ LAST PROVOCALIPS-500;3184;DIS;DIS;COTY;026;361;50;46;405
0-112-210-090;99350062623;3616301273141;RIM - MULTITSK CORRECT - 090;4172;DIS;DIS;COTY;026;361;60;17;2847
0-112-828-040;99350122263;3616302989683;RIM - KF CORRECT - 040;4262;DIS;DIS;COTY;026;361;70;20;1199
0-192-081-075;99350155536;3616303999476;MF - FF ADF D5 FREE BASE GOLDEN 75;5045;DIS;DIS;COTY;026;361;80;85;51
0-446-184-;99350198983;3616305447265;ADI ENERGY DRIVE EDP 100ML TST;4257;DIS;DIS;COTY;026;361;90;71;300
0-293-000-680;21948-;7891182020312;RISQUE- AS MIL PURPURINAS 680;5038C1         ;DIS;DIS;COTY;026;361;95;48;726
0-593-000-450;2059300045004;2059300045004;RISQUE- GWP CARMIM 450;2292AT         ;DIS;PAV;COTY;026;362;02;6;54
0-410-219-025;2041021902506;2041021902506;RIM GWP - SUPER GEL URBAN PURPLE 025;2026;SCR;DIS;COTY;026;362;03;49;156
0-146-216-;99350245349;3616307080736;ADI - VIBES SPARK UP BM 236ML;5080;DIS;DIS;COTY;026;362;04;37;64
0-112-420-400;99350225996;3616304825187;RIM - LF BASE 35HS - 400;4241;DIS;DIS;COTY;026;362;20;17;369
0-412-816-300;99350083535;3614220954240;RML- MATCH PERFECTION REL. TST 300;3279;DIS;DIS;COTY;026;362;30;71;208
0-112-211-003;99350059859;3616301173021;RIM - NAT BRONZER POLVO - 003;4348;DIS;DIS;COTY;026;362;40;61;1197
0-293-560-003;28756-;7891350043808;RISQUE - CREM CUPCAKE MRNGO DGEL;5150C1         ;DIS;DIS;COTY;026;362;50;68;3738
0-112-400-150;99350227954;3616306361447;RIM - KF BASE HIDR - 150;4267;DIS;DIS;COTY;026;362;60;55;57
0-293-000-017;26608-;7891350040524;RISQUE - ROXO SEM CRISE;4269C1         ;DIS;DIS;COTY;026;362;70;3;714
0-209-100-;7795646091002;7795646091002;COMBO NAU ROSE 100+JASM 50+POUCH AZUL;5029;DIS;DIS;COTY;026;362;80;19;100
0-112-401-210;99350228011;3616306361928;RIM - KF BASE MATTE - 210;4296;DIS;DIS;COTY;026;362;90;86;713
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6222;SCR;DIS;COTY;026;362;95;46;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6223;SCR;DIS;COTY;026;362;95;84;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6224;SCR;DIS;COTY;026;362;95;36;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6229;SCR;DIS;COTY;026;362;95;32;1
0-111-550-003;99350182090;3616304776328;RIM - T SEEKER MASC - BLACK WP 003;3331;DIS;DIS;COTY;026;363;02;62;186
0-112-816-300;99350083499;3614220954080;RIM - MATCHP BASE - 300;4346;DIS;DIS;COTY;026;364;02;64;156
0-182-124-001;99350231526;3616305629418;CH EAU EDT NS 100 ML LEMON IV;5071;DIS;DIS;COTY;026;364;03;33;71
0-111-500-002;99350184135;3616304784750;RIM - WONDER SHAD STICK - 002;5051;DIS;DIS;COTY;026;365;02;72;121
0-112-816-301;99350083500;3614220954097;RIM - MATCHP BASE - 301;4348;DIS;DIS;COTY;026;365;03;65;171
0-146-196-;99350245347;3616306699793;ADI - VIBES HAPPY FEELS BM 236ML;5098;DIS;DIS;COTY;026;365;04;14;40
0-256-223-;99350183128;3616304895685;DB TRUE INSTINCT EDP 75ML;4299;DIS;DIS;COTY;026;366;02;76;64
0-061-397-410;99350128190;3616303242152;SH - PURE BLACK STONE 410;5003;DIS;DIS;COTY;026;366;03;13;344
0-293-101-010;13788-;7891182991971;RISQUE - CARE TOP COAT BRILLO;5178C1         ;DIS;DIS;COTY;026;371;03;60;76
0-409-345-710;99350055325;3616301231271;RIM-TST LABIAL BARRA LF EXTR MATTE -710;3258;DIS;DIS;COTY;026;371;20;39;270
0-293-560-003;28756-;7891350043808;RISQUE - CREM CUPCAKE MRNGO DGEL;5050C1         ;DIS;DIS;COTY;026;371;30;50;1500
0-112-189-005;99350197769;3616305401014;RIM - MULTITSK BASE - 005;4297;DIS;DIS;COTY;026;371;50;17;3456
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;371;60;57;1176
0-111-549-001;99350179390;3616304772184;RIM - K&F LASHLOAD MASC - EXT BLACK 001;4214;DIS;DIS;COTY;026;372;02;41;3
0-112-088-002;34776203002;5012874032945;RIM - HIDE THE B POLVO - 002;4311;DIS;DIS;COTY;026;372;20;33;2394
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2255;SCR;DIS;COTY;026;372;30;14;1
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2262;SCR;DIS;COTY;026;372;30;11;1
0-062-214-;99350209758;3616305064356;PAP PARIS EDP 100ML;4162S1         ;DIS;DIS;COTY;026;372;50;64;1223
0-112-420-203;99350226002;3616304825125;RIM - LF BASE 35HS - 203;4071;DIS;DIS;COTY;026;373;02;87;102
0-293-000-460;8759-;7891182810203;RISQUE- GABRIELA 460;5122C1         ;DIS;DIS;COTY;026;374;02;73;714
0-293-000-480;8790-;7891182032353;RISQUE- BEIJO 480;5126C1         ;DIS;DIS;COTY;026;374;03;27;688
0-112-210-085;99350186941;3616305120946;RIM - MULTITSK CORRECT - 085;3346;DIS;DIS;COTY;026;374;04;81;192
0-582-124-;99350209850;3616305629371;CHAN - TST LEMON EDT 100ML;4194S1         ;DIS;DIS;COTY;026;375;02;89;4
0-191-035-004;99350220040;3616306168855;MF - MP LIP ENHANCER VITAL ROSE 040;4267;DIS;DIS;COTY;026;375;03;28;330
0-582-104-;99350209851;3616305629388;CHAN - TST JASMINE EDT 100ML;4283S1         ;DIS;DIS;COTY;026;375;04;67;18
0-191-035-005;99350220043;3616306168886;MF - MP LIP ENHANCER PINK MATCHA 050;4277;DIS;DIS;COTY;026;376;03;46;330
0-191-035-002;99350220041;3616306168862;MF - MP LIP ENHANCER CACAO NIBS 020;4338;DIS;DIS;COTY;026;376;04;54;325
0-111-174-001;34774889001;5012874113095;RIM - 100% WATERP MASC - BLACK 001;4260;DIS;DIS;COTY;026;381;01;79;106
0-111-518-004;99350061799;3616301246404;RIM - SCANDAL RETR DELI - BLUE 004;428401;DIS;DIS;COTY;026;381;02;73;1
0-061-392-002;99350046947;074170469813;SH - MG TOP COAT 3.0 SHINY;5013;DIS;DIS;COTY;026;381;03;76;231
0-409-529-210;99350161634;3616304354540;RIM-TST LABIAL LIQ LASTING M MATTE -210;3212;DIS;DIS;COTY;026;381;20;53;117
0-061-121-;99350051402;074170450774;SH - HARD AS NAIL CLEAR V3;4344;DIS;DIS;COTY;026;381;30;2;240
0-061-536-377;99350186694;3616305141811;SH - PURE RENOVATION THYME OFF 377;4278;DIS;DIS;COTY;026;381;40;4;864
0-191-036-002;99350240572;3616306825710;MF - 2000 CALORIE PH MAKER PLOT TWIST;5143;DIS;DIS;COTY;026;381;50;52;2559
0-362-224-;99350209771;3616305064400;PAP MILAN EDP 100ML TST;4270S1         ;DIS;DIS;COTY;026;381;60;63;156
0-112-420-303;99350225999;3616304825163;RIM - LF BASE 35HS - 303;5029;DIS;DIS;COTY;026;381;70;76;810
0-190-085-004;99350160812;3616304017445;MF - MASTERP EYELINER NAVY 04;329601;DIS;DIS;COTY;026;381;80;31;267
0-061-600-565;99350177875;074170476217;SH - ID RENO 2 POWERSLIDE 565;5053;DIS;DIS;COTY;026;381;90;10;429
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2248;SCR;DIS;COTY;026;381;95;68;1
0-111-542-003;99350168145;3616304530555;RIM- CEJAS 2EN1 KIND & FREE - 003;400301;DIS;DIS;COTY;026;382;01;17;24
0-111-145-001;34774804001;3614224079529;RIM - SCANDAL KOHL DELIN - BLCK WP 001;4346;DIS;DIS;COTY;026;382;02;21;30
0-111-172-001;34222524001;3614226353450;RIM - SCANDAL WOW MASC - BLACK WP 001;4106;DIS;DIS;COTY;026;382;03;60;793
0-111-563-001;99350213218;3607347887867;RIM - WDF MASC ARGAN OIL BLACK IV;4348;DIS;DIS;COTY;026;382;20;63;933
0-409-345-220;99350055323;3616301231257;RIM-TST LABIAL BARRA LF EXTR MATTE -220;3076;DIS;DIS;COTY;026;382;30;13;180
0-112-401-210;99350228011;3616306361928;RIM - KF BASE MATTE - 210;4296;DIS;DIS;COTY;026;382;40;46;699
0-112-420-300;99350225995;3616304825149;RIM - LF BASE 35HS - 300;5056;DIS;DIS;COTY;026;382;70;63;537
0-111-520-008;34223421008;3614227182486;RIM - MAGNIF PALET - 008;406501;DIS;DIS;COTY;026;382;80;53;849
0-192-084-002;99350170472;3616301238300;MF - FF HIGHLIGHTER GOLDEN HOUR 02 V2;5052;DIS;DIS;COTY;026;382;90;93;141
0-490-841-;2049084100006;2049084100006;MF - LOW COST;5452;SCR;DIS;COTY;026;382;95;18;1
0-490-841-;2049084100006;2049084100006;MF - LOW COST;5455;SCR;DIS;COTY;026;382;95;59;1
0-490-841-;2049084100006;2049084100006;MF - LOW COST;5456;SCR;DIS;COTY;026;382;95;9;1
0-490-841-;2049084100006;2049084100006;MF - LOW COST;5459;SCR;DIS;COTY;026;382;95;39;1
0-490-841-;2049084100006;2049084100006;MF - LOW COST;5460;SCR;DIS;COTY;026;382;95;42;1
0-112-929-001;99350170535;3616301524502;RIM - HIGHLIGHTER POLVO - 001;4212;DIS;DIS;COTY;026;383;01;84;177
0-293-000-218;8786-;7891182031363;RISQUE - ULTRA CREMS ENERGIA 218;5101C1         ;DIS;DIS;COTY;026;383;02;6;634
0-192-205-001;99350233314;3616306381070;MF - MP STICK BLUSH SOFT PEARL 001;433800;DIS;DIS;COTY;026;384;01;99;573
0-111-084-101;34788177101;5012874101054;RIM - EXTRA 3D LASH MASC - BLACK 003;5038;DIS;DIS;COTY;026;384;02;92;2029
0-112-929-002;99350170536;3616301524519;RIM - HIGHLIGHTER POLVO - 002;4254;DIS;DIS;COTY;026;384;03;22;462
0-112-125-030;34651002030;3614226917171;RIM - L RAD CORRECTOR - 030;4304;DIS;DIS;COTY;026;385;03;46;1988
0-146-190-;99350198976;3616305447142;ADI HAPPY FEELS EDP30ML;4186;DIS;DIS;COTY;026;391;04;59;177
0-412-816-100;99350083528;3614220954172;RML- MATCH PERFECTION REL. TST 100;3191;DIS;DIS;COTY;026;391;20;20;228
0-191-038-;7795646910389;7795646910389;MF-COD UNI-LIP ENHACER;4267;DIS;DIS;COTY;026;391;30;58;18
0-593-111-010;2059311101003;2059311101003;RISQUE - GWP BIO ACAI VIOLETA 010;3168AT         ;DIS;DIS;COTY;026;391;50;68;4136
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5421;SCR;DIS;COTY;026;391;60;41;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5422;SCR;DIS;COTY;026;391;60;43;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;5432;SCR;DIS;COTY;026;391;60;56;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;6405;SCR;DIS;COTY;026;391;60;13;1
0-361-904-;2036190400007;2036190400007;SH - LOW COST;6406;SCR;DIS;COTY;026;391;60;52;1
0-256-213-;99350160413;3616304892806;DB INSTINCT BOLD EDP 75ML;5133;DIS;DIS;COTY;026;392;30;49;1426
0-210-018-;99350078119;031655531908;NAUTICA VOYAGE 100 ML MALE;5023;DIS;DIS;COTY;026;392;50;89;1176
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6238;SCR;DIS;COTY;026;392;60;99;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6239;SCR;DIS;COTY;026;392;60;33;1
0-192-204-060;99350227621;3616306343917;MF - MIRACLE PURE HYDRATANT ESSENCE 60;416900;DIS;DIS;COTY;026;393;02;75;18
0-190-101-002;99350220013;3616306168589;MF - MASTERP PREC GEL LIN CHOCOLATE 002;435201;DIS;DIS;COTY;026;265;04;92;83
0-111-500-005;99350184129;3616304784699;RIM - WONDER SHAD STICK - 005;4345;DIS;DIS;COTY;026;394;02;74;63
0-112-420-400;99350225996;3616304825187;RIM - LF BASE 35HS - 400;4241;DIS;DIS;COTY;026;394;04;68;249
0-112-189-003;99350197765;3616305400970;RIM - MULTITSK BASE - 003;4284;DIS;DIS;COTY;026;395;02;37;161
0-146-216-;99350245349;3616307080736;ADI - VIBES SPARK UP BM 236ML;5080;DIS;DIS;COTY;026;395;03;79;40
0-112-210-030;99350062622;3616301273134;RIM - MULTITSK CORRECT - 030;4309;DIS;DIS;COTY;026;395;04;21;729
0-412-400-150;99350231923;3616306377400;RIM - TST BASE HIDR KIND & FREE - 150;4299;DIS;DIS;COTY;026;396;02;48;126
0-556-102-800;2055610280005;2055610280005;DB CLASSIC EDT 50ML TST;4032;DIS;DIS;COTY;026;396;04;50;60
0-293-000-150;19417-;7891182014878;RISQUE- LAGRIMAS DE VENUS 150;5046C1         ;DIS;DIS;COTY;026;401;01;5;586
0-061-536-377;99350186694;3616305141811;SH - PURE RENOVATION THYME OFF 377;4278;DIS;DIS;COTY;026;401;20;97;645
0-111-520-001;34223421001;3614224525118;RIM - MAGNIF PALET - 001;428401;DIS;DIS;COTY;026;401;30;31;69
0-112-816-300;99350083499;3614220954080;RIM - MATCHP BASE - 300;4346;DIS;DIS;COTY;026;401;40;48;306
0-192-069-055;99350101485;3616302638741;MF - MIRACLE FND BEIGE 55;5030;DIS;DIS;COTY;026;401;50;97;150
0-109-042-003;99350200480;3616305499868;RIM - LIP OIL BRILLO LABIAL - 003;5030;DIS;DIS;COTY;026;401;60;32;2517
0-409-523-730;99350105540;3616302737970;RIM -TST LABIAL LIQ LAST PROVOCALIPS-730;3257;DIS;DIS;COTY;026;401;70;95;251
0-112-400-160;99350227961;3616306361515;RIM - KF BASE HIDR - 160;4282;DIS;DIS;COTY;026;401;80;12;407
0-112-828-030;99350122258;3616302989638;RIM - KF CORRECT - 030;5043;DIS;DIS;COTY;026;401;90;58;717
0-146-206-;99350245348;3616307080712;ADI - VIBES GET COMFY BM 236ML;5079;DIS;DIS;COTY;026;401;95;73;1200
0-112-144-002;34856988002;3614221105450;RIM - SCLP PALETTE - 002;4235;DIS;DIS;COTY;026;402;01;32;89
0-191-031-003;99350194667;3616305243294;MF - 2000 CAL COTTON CANDY 003;4215;DIS;DIS;COTY;026;402;02;23;329
0-111-520-005;34223421005;3614225973840;RIM - MAGNIF PALET - 005;434101;DIS;DIS;COTY;026;402;20;71;357
0-412-189-005;99350198411;3616305490599;RIM - TST BASE MULTITASKER BTF - 005;3332;DIS;DIS;COTY;026;402;40;50;200
0-109-539-400;99350200527;3616305500236;RIM - TS LIP LATEX - 400 PASSIONATE;5058;DIS;DIS;COTY;026;402;50;66;814
0-112-401-400;99350227998;3616306361799;RIM - KF BASE MATTE - 400;4274;DIS;DIS;COTY;026;402;60;29;1022
0-409-221-042;34857469042;3614221093184;RIM - TST LABIAL BARRA LF NUDE - 042;3011;DIS;DIS;COTY;026;402;70;88;286
0-061-012-195;30075990195;074170420470;SH - CSM LET S SNOW 195;4177;DIS;DIS;COTY;026;402;80;61;504
0-109-539-100;99350200525;3616305500212;RIM - TS LIP LATEX - 100 SASSY;5024;DIS;DIS;COTY;026;402;90;21;5610
0-112-929-003;99350170534;3616301524526;RIM - HIGHLIGHTER POLVO - 003;403000;DIS;DIS;COTY;026;403;01;6;561
0-593-111-006;2059311100600;2059311100600;RISQUE - GWP BIO CANELA MARRON ROJ 006;3055AT         ;DIS;DIS;COTY;026;403;03;32;364
0-192-205-002;99350233315;3616306381087;MF - MP STICK BLUSH CORAL BLUSH 002;4340;DIS;DIS;COTY;026;404;01;14;571
0-111-122-003;34111095003;3607342923904;RIM - EXTRA 3D LASH MASC - BLACK 003;4324;DIS;DIS;COTY;026;404;02;90;2140
0-190-101-003;99350220016;3616306168619;MF MP GEL LINER DARK NAVY 003;504401;DIS;DIS;COTY;026;491;01;82;273
0-112-826-;99350180317;3614222900399;RIM - LF SET SPRAY;4297;DIS;DIS;COTY;026;405;03;57;222
0-112-400-410;99350227948;3616306361386;RIM - KF BASE HIDR - 410;4264;DIS;DIS;COTY;026;411;02;65;58
0-409-529-940;99350161638;3616304354588;RIM-TST LABIAL LIQ LASTING M MATTE -940;3156;DIS;DIS;COTY;026;411;20;61;117
0-411-810-001;2041181000005;2041181000005;RML- MUEBLE 1MT 2014 INT;7360;DIS;DIS;COTY;026;411;30;36;1
0-293-560-002;28755-;7891350043792;RISQUE - MET BALLET DGEL;5113C1         ;DIS;DIS;COTY;026;411;50;6;1477
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6209;SCR;DIS;COTY;026;411;60;12;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6211;SCR;DIS;COTY;026;411;60;98;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6482;SCR;DIS;COTY;026;411;60;87;1
0-412-401-150;99350231937;3616306377547;RIM - TST BASE MATTE KIND & FREE - 150;4299;DIS;DIS;COTY;026;412;02;89;127
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2259;SCR;DIS;COTY;026;412;30;49;1
0-412-870-;2041287000008;2041287000008;PUNTERA RIMMEL INTERIOR;2261;SCR;DIS;COTY;026;412;30;76;1
0-209-020-;7795646200206;7795646200206;COD UNI NAUTICA FOR HER 100ML + TST;4348;DIS;DIS;COTY;026;412;50;5;34
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6198;SCR;DIS;COTY;026;412;60;75;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6204;SCR;DIS;COTY;026;412;60;82;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6221;SCR;DIS;COTY;026;412;60;23;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6234;SCR;DIS;COTY;026;412;60;93;1
0-412-904-;2041290400000;2041290400000;RML - LOW COST;6485;SCR;DIS;COTY;026;412;60;58;1
0-111-500-006;99350184130;3616304784705;RIM - WONDER SHAD STICK - 006;4279;DIS;DIS;COTY;026;413;02;63;461
0-412-900-030;99350212469;3616305714992;RIM - TST BASE CORRECT MULTITASKER -30;4256;DIS;DIS;COTY;026;413;03;59;1041
0-111-500-008;99350184131;3616304784712;RIM - WONDER SHAD STICK - 008;4282;DIS;DIS;COTY;026;414;03;18;352
0-146-170-;99350198967;3616305447104;ADI CHILL ZONE EDP 30ML;4236;DIS;DIS;COTY;026;414;04;19;173
0-112-900-090;99350212455;3616305714855;RIM - MULTITSK BASE-CORR - 090;4260;DIS;DIS;COTY;026;415;03;54;124
0-412-210-085;99350186942;3616305121028;RIM - TST CORRECT MULTITASKER - 085;3178;DIS;DIS;COTY;026;416;02;42;84
0-412-900-060;99350212467;3616305714978;RIM - TST BASE CORRECT MULTITASKER - 60;4166;DIS;DIS;COTY;026;416;03;29;24
0-410-219-043;2041021904302;2041021904302;RIM GWP - SUPER GEL URBAN PURPLE 043;2026;SCR;DIS;COTY;026;416;04;11;158
0-412-828-030;99350122265;3616302989690;RIM - TST CORRECT KIND & FREE - 030;3275;DIS;DIS;COTY;026;421;01;75;138
0-061-145-;30074079000;075280025586;SH Treat Your Toes-Toenail clip with Cat;414500;DIS;DIS;COTY;026;421;02;29;112
0-112-900-030;99350212453;3616305714831;RIM - MULTITSK BASE-CORR - 030;4347;DIS;DIS;COTY;026;421;20;37;1223
0-446-216-;2044621600001;2044621600001;ADI - TST VIBES SPARK UP BM 236ML;5080;DIS;DIS;COTY;026;421;40;82;249
0-192-082-010;99350147818;3616304615009;MF - FF ADF D5 FREE CORRECTOR 10;4211;DIS;DIS;COTY;026;421;50;17;179
0-112-400-150;99350227954;3616306361447;RIM - KF BASE HIDR - 150;4299;DIS;DIS;COTY;026;421;60;44;1011
0-112-900-060;99350212461;3616305714916;RIM - MULTITSK BASE-CORR - 060;4257;DIS;DIS;COTY;026;421;70;60;936
0-192-081-055;99350155535;3616303999469;MF - FF ADF D5 FREE BASE BEIGE 55;3283;DIS;DIS;COTY;026;421;80;74;861
0-112-401-400;99350227998;3616306361799;RIM - KF BASE MATTE - 400;4274;DIS;DIS;COTY;026;421;90;38;408
0-146-176-;99350245344;3616307080699;ADI - VIBES CHILL ZONE BM 236ML;5083;DIS;DIS;COTY;026;421;95;15;1197
0-112-088-002;34776203002;5012874032945;RIM - HIDE THE B POLVO - 002;4288;DIS;DIS;COTY;026;422;01;87;28
0-593-111-004;2059311100402;2059311100402;RISQUE - GWP BIO PIMIENTA DE CAYENA;3104AT         ;DIS;DIS;COTY;026;422;02;73;300
0-191-017-015;33700001015;3614227902008;MF - 24H MOISTURE LIPNUDE ROSE 015;5083;DIS;DIS;COTY;026;532;04;5;119
0-112-420-160;99350226008;3616304825088;RIM - LF BASE 35HS - 160;4142;DIS;DIS;COTY;026;422;20;54;378
0-191-035-003;99350220042;3616306168879;MF - MP LIP ENHANCER SWEET CHERRY 030;4275;DIS;DIS;COTY;026;393;04;25;310
0-446-204-;99350198987;3616305447302;ADI GET COMFY EDP 100ML TST;4262;DIS;DIS;COTY;026;422;40;47;192
0-109-529-200;99350161581;3616304350481;RIM - LAST MEGA MAT LAB LIQ - 200;4004;DIS;DIS;COTY;026;422;50;48;468
0-112-400-210;99350227963;3616306361539;RIM - KF BASE HIDR - 210;4269;DIS;DIS;COTY;026;422;60;25;123
0-111-547-001;99350155213;3616303997731;RIM - T SEEKER MASC - BLACK 001;4005;DIS;DIS;COTY;026;422;70;75;357
0-062-302-;7795646023027;7795646023027;COFRE PAP CITIES PARIS + WONDERLUXE;4106;DIS;DIS;COTY;026;422;80;80;29
0-112-400-201;99350227946;3616306361362;RIM - KF BASE HIDR - 201;5080;DIS;DIS;COTY;026;422;90;24;201
0-111-176-001;99350239513;3616306822399;RIM -WONDER BOND L FILLER MASC-BLACK 001;5035;DIS;DIS;COTY;026;422;95;17;2493
0-061-389-;30220419101;074170457612;SH - PURE BASE/TOP COAT 101;4295;DIS;DIS;COTY;026;423;02;22;564
0-293-053-003;25506-;7891350038552;RISQUE DG - GIN & SUNSET;4257C1         ;DIS;DIS;COTY;026;423;03;89;855
0-593-111-007;2059311100709;2059311100709;RISQUE - GWP BIO ORQUIDEA ROSA 007;3179AT         ;DIS;DIS;COTY;026;424;01;21;764
